,all,cluster_tokens,cluster_No,Clu_name
27,"['маска', 'май', 'режим', 'ограничение', 'мера', 'мэр', 'вводить', 'президент', 'карантин', 'губернатор', 'работа', 'магазин', 'карантинный', 'глава', 'ресторан', 'разрешать', 'страна', 'ношение', 'открываться', 'решение', 'регион', 'предприятие', 'собянин', 'масочный', 'транспорт', 'открывать', 'носить', 'ограничительный', 'снятие', 'общественный', 'самоизоляция', 'соблюдать', 'дистанция', 'власть', 'заявлять', 'кипр', 'ситуация', 'также', 'принимать', 'начинать', 'мишустин', 'черкассы', 'продлять', 'попов', 'должный', 'москва', 'работать', 'россия', 'салон', 'гостиница']","['перечень', 'карантин', 'поправка', 'гражданин', 'силовик', 'домашний', 'положение', 'житель', 'чп', 'распоряжение', 'общественный', 'фсин', 'комендантский', 'митинг', 'указ', 'вывоз', 'кабмин', 'полиция', 'ношение', 'запрет', 'контроль', 'карательный', 'закон', 'обязанность', 'карантинный', 'полицейский', 'информирование', 'скопление', 'конституционный', 'суд', 'свобода', 'лишение', 'требовать', 'пункт', 'добровольный', 'территория', 'москвич', 'штраф', 'дистанция', 'роспотребнадзор', 'соблюдение', 'обращение', 'правонарушение', 'протест', 'всеобщий', 'право', 'собянин', 'введение', 'выезд', 'ограничение', 'уголовный', 'мероприятие', 'передвижение', 'заключенный', 'лицо', 'инструкция', 'федерация', 'мэр', 'запрещать', 'рекомендация', 'въезд', 'соответствие', 'конституция', 'ограничительный', 'жесткий', 'предосторожность', 'штрафовать', 'ответственность', 'исполнение', 'призыв', 'подчиняться', 'требование', 'нарушение', 'отказ', 'нарушитель', 'эпидемиологический', 'постановление', 'правительство', 'блокировка', 'регион', 'правило', 'административный', 'самоизоляция', 'проверка', 'масочный', 'вводиться', 'резидент', 'безответственно', 'наказывать', 'пропускной', 'рф', 'потребовать', 'носить', 'горожанин', 'рекомендовать', 'ограничивать', 'вводить', 'санитарный', 'мера', 'разрешать', 'коап', 'подписывать', 'преступление', 'насилие', 'нарушать', 'изоляция', 'режим', 'дистанцирование', 'обязывать', 'норма', 'повышенный', 'власть', 'безопасность', 'обязательный', 'призывать', 'посещение', 'губернатор', 'чрезвычайный', 'соблюдать', 'кодекс', 'временный', 'порядок']",5,Measures & Law
28,"['российский', 'помощь', 'россия', 'военный', 'дезинфекция', 'медицинский', 'проект', 'средство', 'цель', 'рошаль', 'рф', 'гуманитарный', 'массовый', 'онф', 'специалист', 'королевство', 'аппарат', 'подразделение', 'борьба', 'министр', 'проводить', 'минобороны', 'здравоохранение', 'генеральный', 'территория', 'министерство', 'также', 'управление', 'подготовка', 'оптимизация', 'мобильный', 'побочный', 'безопасность', 'служба', 'оказание', 'защита', 'связь', 'явление', 'сотрудник', 'использовать', 'италия', 'оборонный', 'леонид', 'сила', 'биг', 'сотрудничество', 'осетия', 'нато', 'эр-рияд', 'сотовый']","['представитель', 'организация', 'команда', 'служба', 'комиссия', 'поручать', 'kahhar', 'группа', 'эр-рияд', 'гвардия', 'войско', 'онф', 'обеспечение', 'программа', 'генеральный', 'гуманитарный', 'дезинфекционный', 'совещание', 'экипаж', 'линия', 'вооружение', 'мониторинг', 'военный', 'региональный', 'минздрав', 'департамент', 'федеральный', 'сотрудник', 'осуществлять', 'совет', 'общероссийский', 'совместный', 'спасательный', 'оперативный', 'оборона', 'ведомство', 'руководство', 'участие', 'штаб', 'срочный', 'поручение', 'вооруженный', 'объект', 'мвд', 'оказание', 'военнослужащий', 'биг', 'ход', 'заседание', 'коммуникация', 'ил', 'рамка', 'структура', 'сухопутный', 'министерство', 'мо', 'строительство', 'оборонный', 'саммит', 'учение', 'космический', 'управление', 'проект', 'армия', 'орган', 'центр', 'финансировать', 'бригада', 'комитет', 'комплекс', 'королевский', 'мид', 'конкурентный', 'группировка', 'участник', 'минобороны', 'деятельность', 'кса', 'доброволец', 'подразделение', 'национальный', 'академия', 'оперативно', 'сотрудничество', 'подготовка', 'проведение', 'оон']",20,Armed forces collaboration
29,"['победа', 'лукашенко', 'парад', 'путин', 'беларусь', 'белоруссия', 'великий', 'война', 'конфиденциальность', 'твиттер', 'реклама', 'белорусский', 'минск', 'кургинян', 'отечественный', 'россия', 'май', 'летие', 'ссср', 'александр', 'президент', 'песня', 'россиянин', 'лидер', 'праздник', 'украина', 'народный', 'полк', 'российский', 'советский', 'салют', 'ветеран', 'канал', 'гончаров', 'народ', 'революция', 'соловьев', 'вос', 'победитель', 'ордло', 'праздничный', 'слепой', 'русский', 'конкурс', 'лучшедомо', 'майдан', 'настя', 'риэлтор', 'говорить', 'информация']","['элита', 'илларионов', 'критика', 'преступный', 'михалков', 'партия', 'российский', 'скандал', 'конспирология', 'порошенко', 'кургинян', 'итальянский', 'бунт', 'теория', 'американский', 'путинский', 'либеральный', 'очередной', 'авторитарный', 'канцлер', 'идея', 'аваков', 'избранный', 'противостояние', 'шведский', 'кс', 'прорыв', 'недовольство', 'вашингтон', 'путин', 'критиковать', 'политик', 'причастный', 'народный', 'всемирный', 'мнение', 'бла', 'демократ', 'демократия', 'обвинять', 'чиновник', 'союзник', 'эрдоган', 'слово', 'билл', 'конспиролог', 'сорос', 'истерия', 'лукашенко', 'разоблачать', 'отставка', 'михалкова', 'меркель', 'кремль', 'бесогон', 'лидер', 'пекин', 'некомпетентный', 'американец', 'сми', 'олигарх', 'событие', 'кандидат', 'воз', 'выступление', 'чипирование', 'халатность', 'информационный', 'сенатор', 'заговор', 'разговор', 'гейтс', 'дезинформация', 'украинский', 'белорусский', 'политика', 'коррупция', 'белый', 'коломойский', 'кремлевский', 'кампания', 'выборы', 'влиятельный', 'либерал', 'батька', 'утверждение', 'трамп', 'заявление', 'дональд', 'повод', 'пропаганда', 'санкция', 'послание', 'слуга', 'афера', 'зеленский', 'президент', 'расследование', 'ругать', 'популизм', 'сообщество', 'греф', 'нация', 'политический']",19,"Politics, Conspirology"
30,"['олег', 'бес', 'король', 'данталион', 'корниус', 'жена', 'ад', 'девушка', 'голова', 'парень', 'глаз', 'военный', 'виталий', 'начинать', 'смотреть', 'окно', 'взять', 'пойти', 'подходить', 'выполнять', 'дверь', 'рука', 'упражнение', 'душа', 'вернуться', 'спать', 'нога', 'елена', 'приходить', 'черт', 'спина', 'стоять', 'позвонить', 'грех', 'сделать', 'понимать', 'ударять', 'волос', 'хотеть', 'день', 'карета', 'очень', 'выпивать', 'анархист', 'шея', 'оксана', 'стул', 'жанр', 'хоррор', 'звать']","['коса', 'нос', 'коробка', 'дерево', 'диван', 'спать', 'часы', 'чеснок', 'нарисовать', 'имбирь', 'лопата', 'лук', 'пиво', 'перекись', 'кроссовок', 'краска', 'масло', 'пылесос', 'пить', 'колпак', 'мужской', 'рот', 'корниус', 'запах', 'шея', 'чистый', 'стена', 'крупа', 'нога', 'надпись', 'сломать', 'влезать', 'стул', 'ботинок', 'помойка', 'милый', 'биомасса', 'роза', 'ухо', 'пыль', 'вино', 'комната', 'наслаждаться', 'стиральный', 'пол', 'блядь', 'серый', 'кусок', 'мурочка', 'плов', 'приготавливать', 'мясо', 'минута', 'гречка', 'волос', 'мяч', 'цветок', 'спина', 'выпивать', 'постельный', 'зуб', 'перегородка', 'йенсен', 'прикол', 'смешать', 'гавно', 'упражнение', 'звук', 'лимон', 'капуста', 'шарик', 'горло', 'вода', 'сухой', 'валя', 'муха', 'кг', 'броня', 'педаль', 'приятный', 'скука', 'кофе', 'серега', 'данталион', 'белье', 'цвет', 'одеваться', 'сон', 'соль', 'отопление', 'жилет', 'солнце', 'стол', 'мина', 'чай', 'ужин', 'желтый', 'кот', 'машинка', 'стирка']",1,Household problems on Lockdown
31,"['ирландия', 'кубинский', 'индия', 'чтопосмотретьвирландия', 'нашагазета', 'куба', 'russianireland', 'интерактивный', 'кейс', 'департамент', 'hse', 'секс', 'медицинский', 'здравоохранение', 'сообщение', 'русский', 'выздоравливать', 'следить', 'сначала', 'кс', 'г-н', 'страна', 'канада', 'куб', 'штат', 'бригада', 'карта', 'sergeytarutin', 'колумбия', 'раздел', 'умирать', 'индийский', 'г-жа', 'появляться', 'север', 'вечер', 'умерший', 'сайт', 'помощь', 'кубинец', 'новость', 'ремдесивир', 'альберта', 'трущоба', 'ох', 'рива', 'латинский', 'май', 'генри', 'калгари']","['европа', 'франция', 'британия', 'таджикистан', 'кндр', 'канада', 'иран', 'провинция', 'эстония', 'королевство', 'сербия', 'ирландия', 'беларусь', 'кубинский', 'украинец', 'испания', 'южный', 'колумбия', 'ес', 'прибывать', 'швеция', 'сирия', 'саудовский', 'австрия', 'республика', 'европейский', 'нидерланды', 'куба', 'турция', 'монголия', 'латинский', 'заробитчанин', 'рубеж', 'грузия', 'страна', 'северный', 'словакия', 'азербайджан', 'азия', 'север', 'китай', 'великобритания', 'лондон', 'латвия', 'кипр', 'германия', 'нато', 'индийский', 'африка', 'авианосец', 'япония', 'корея', 'куб', 'донбасс', 'белоруссия', 'италия', 'украина', 'узбекистан', 'остров', 'финляндия', 'бразилия', 'чехия', 'иностранец', 'кейс', 'бельгия', 'америка', 'кнр', 'россия', 'родина', 'граница', 'армения', 'штат', 'сша', 'индия', 'аравия', 'польша', 'рим']",2,Countries
32,"['победа', 'парад', 'война', 'храм', 'великий', 'святой', 'советский', 'ссср', 'песня', 'духовный', 'энергия', 'церковь', 'ветеран', 'русский', 'год', 'земля', 'праздник', 'враг', 'персонаж', 'вос', 'господь', 'отец', 'бурков', 'мир', 'честь', 'концерт', 'история', 'душа', 'донбасс', 'слепой', 'замок', 'приготавливать', 'темный', 'молитва', 'священник', 'еврей', 'дискотека', 'бог', 'полк', 'монастырь', 'христос', 'народ', 'красный', 'флаг', 'сущность', 'синдзюк', 'торжественный', 'тарасова', 'театр', 'древний']","['земля', 'религия', 'дракон', 'иждивенец', 'мертвый', 'сволочь', 'черный', 'побеждать', 'советский', 'горбачев', 'режиссер', 'бес', 'добрый', 'любить', 'вселенная', 'чушь', 'звезда', 'тварь', 'нападывать', 'бог', 'херня', 'аборт', 'герой', 'майдан', 'король', 'цивилизация', 'печенег', 'бык', 'поминать', 'анекдот', 'мошиах', 'эра', 'анархист', 'пророчество', 'поганый', 'хабад', 'сущность', 'исторический', 'цирк', 'космос', 'слепец', 'кашпировский', 'вспомнить', 'голос', 'вера', 'стыдно', 'душа', 'существо', 'апокалипсис', 'знак', 'половец', 'ленинград', 'крутой', 'бункер', 'свет', 'стоик', 'град', 'война', 'холера', 'враг', 'социализм', 'ох', 'вор', 'светлый', 'обнулиться', 'предатель', 'спутник', 'рождаться', 'недостойный', 'ад', 'прекрасный', 'век', 'победитель', 'история', 'юмор', 'кубинец', 'голландец', 'ковидиот', 'раб', 'саранча', 'фильм', 'концлагерь', 'каста', 'оскорбление', 'персонаж', 'человечество', 'зло', 'великий', 'барин', 'бессильный', 'темный', 'запашный', 'токо', 'флаг', 'язык', 'эпоха', 'песня', 'плакат', 'художник', 'дегенерат', 'ныне', 'всадник', 'хоррор', 'трусливый', 'интеллигенция', 'чудо', 'еврей', 'древний', 'меркурий', 'любовь', 'зверь', 'обыденность', 'ссср', 'чума', 'плодить', 'уважение', 'жанр', 'товарищ', 'слеза', 'русский', 'клоун', 'тунберг', 'быдло', 'настя', 'маразм', 'рай', 'революция']",12,World Past & Future
33,"['вирус', 'вакцина', 'sars', 'клетка', 'cov', 'белок', 'организм', 'иммунитет', 'препарат', 'витамин', 'мочь', 'профессор', 'ученый', 'лечение', 'антитело', 'исследование', 'лекарство', 'инфекция', 'заболевание', 'дростный', 'больной', 'клеточный', 'covid', 'риск', 'рнк', 'клинический', 'рука', 'вирусный', 'разработка', 'антикоагулянт', 'изучать', 'испытание', 'использовать', 'проникать', 'бактерия', 'иметь', 'кошка', 'ткань', 'легочный', 'противовирусный', 'доза', 'оболочка', 'являться', 'гликопротеин', 'рецептор', 'высокий', 'микроорганизм', 'проникновение', 'год', 'также']","['почка', 'ген', 'слой', 'кровь', 'вышка', 'поверхность', 'спектр', 'sars', 'белок', 'бактерия', 'вирус', 'ткань', 'витамин', 'тип', 'клетка', 'жидкость', 'мозг', 'чихание', 'воздух', 'тело', 'животное', 'патоген', 'растение', 'рецептор', 'размножаться', 'передаваться', 'бодрствование', 'поражать', 'проникновение', 'доза', 'тромбообразование', 'капля', 'противовирусный', 'иммунитет', 'мышь', 'атмосфера', 'малярийный', 'отход', 'cov', 'микроорганизм', 'организм', 'кошка', 'mers', 'головной', 'гликопротеин', 'альвеола', 'ротовой', 'антитело', 'геном', 'плазмодий', 'вирусный', 'расширяться', 'влажность', 'деление', 'мембрана', 'летучий', 'панголин', 'респираторный', 'обладать', 'коронка', 'полость', 'ncov', 'оболочка', 'проникать', 'клеточный', 'мутировать', 'иммунный', 'легочный', 'сходство', 'генетический', 'вес', 'везикл', 'эритроцит', 'передача', 'частота', 'энергия', 'антибиотик', 'комбинация', 'загадка', 'бактериальный', 'паразит', 'рнк', 'частица']",13,COVID chemistry
34,"['право', 'закон', 'депутат', 'штраф', 'выборы', 'полиция', 'нарушение', 'конституция', 'шаман', 'власть', 'голосование', 'уголовный', 'самоизоляция', 'путин', 'насилие', 'госдума', 'девушка', 'собянин', 'свобода', 'поправка', 'цифровой', 'мошенник', 'задерживать', 'административный', 'рф', 'мвд', 'нападывать', 'габышев', 'мужчина', 'изнасиловать', 'элита', 'путинский', 'летний', 'дело', 'полицай', 'коап', 'медведев', 'дума', 'россия', 'силовик', 'местный', 'володин', 'концлагерь', 'народ', 'значок', 'каста', 'гражданин', 'лишение', 'конституционный', 'жительница']","['перечень', 'карантин', 'поправка', 'гражданин', 'силовик', 'домашний', 'положение', 'житель', 'чп', 'распоряжение', 'общественный', 'фсин', 'комендантский', 'митинг', 'указ', 'вывоз', 'кабмин', 'полиция', 'ношение', 'запрет', 'контроль', 'карательный', 'закон', 'обязанность', 'карантинный', 'полицейский', 'информирование', 'скопление', 'конституционный', 'суд', 'свобода', 'лишение', 'требовать', 'пункт', 'добровольный', 'территория', 'москвич', 'штраф', 'дистанция', 'роспотребнадзор', 'соблюдение', 'обращение', 'правонарушение', 'протест', 'всеобщий', 'право', 'собянин', 'введение', 'выезд', 'ограничение', 'уголовный', 'мероприятие', 'передвижение', 'заключенный', 'лицо', 'инструкция', 'федерация', 'мэр', 'запрещать', 'рекомендация', 'въезд', 'соответствие', 'конституция', 'ограничительный', 'жесткий', 'предосторожность', 'штрафовать', 'ответственность', 'исполнение', 'призыв', 'подчиняться', 'требование', 'нарушение', 'отказ', 'нарушитель', 'эпидемиологический', 'постановление', 'правительство', 'блокировка', 'регион', 'правило', 'административный', 'самоизоляция', 'проверка', 'масочный', 'вводиться', 'резидент', 'безответственно', 'наказывать', 'пропускной', 'рф', 'потребовать', 'носить', 'горожанин', 'рекомендовать', 'ограничивать', 'вводить', 'санитарный', 'мера', 'разрешать', 'коап', 'подписывать', 'преступление', 'насилие', 'нарушать', 'изоляция', 'режим', 'дистанцирование', 'обязывать', 'норма', 'повышенный', 'власть', 'безопасность', 'обязательный', 'призывать', 'посещение', 'губернатор', 'чрезвычайный', 'соблюдать', 'кодекс', 'временный', 'порядок']",5,Measures & Law
35,"['российский', 'россия', 'политический', 'журналист', 'голосование', 'депутат', 'выборы', 'times', 'издание', 'путин', 'русский', 'сми', 'военный', 'рф', 'статья', 'насилие', 'фейк', 'заявление', 'власть', 'публикация', 'россиянин', 'александр', 'заявлять', 'материал', 'гуманитарный', 'обвинять', 'кремль', 'госдума', 'оксана', 'мид', 'конституция', 'итальянский', 'информация', 'пушкин', 'газета', 'мясников', 'отношение', 'глава', 'утверждение', 'критика', 'york', 'украинский', 'официальный', 'противостояние', 'кремлевский', 'дело', 'задерживать', 'президент', 'называть', 'редактор']","['элита', 'илларионов', 'критика', 'преступный', 'михалков', 'партия', 'российский', 'скандал', 'конспирология', 'порошенко', 'кургинян', 'итальянский', 'бунт', 'теория', 'американский', 'путинский', 'либеральный', 'очередной', 'авторитарный', 'канцлер', 'идея', 'аваков', 'избранный', 'противостояние', 'шведский', 'кс', 'прорыв', 'недовольство', 'вашингтон', 'путин', 'критиковать', 'политик', 'причастный', 'народный', 'всемирный', 'мнение', 'бла', 'демократ', 'демократия', 'обвинять', 'чиновник', 'союзник', 'эрдоган', 'слово', 'билл', 'конспиролог', 'сорос', 'истерия', 'лукашенко', 'разоблачать', 'отставка', 'михалкова', 'меркель', 'кремль', 'бесогон', 'лидер', 'пекин', 'некомпетентный', 'американец', 'сми', 'олигарх', 'событие', 'кандидат', 'воз', 'выступление', 'чипирование', 'халатность', 'информационный', 'сенатор', 'заговор', 'разговор', 'гейтс', 'дезинформация', 'украинский', 'белорусский', 'политика', 'коррупция', 'белый', 'коломойский', 'кремлевский', 'кампания', 'выборы', 'влиятельный', 'либерал', 'батька', 'утверждение', 'трамп', 'заявление', 'дональд', 'повод', 'пропаганда', 'санкция', 'послание', 'слуга', 'афера', 'зеленский', 'президент', 'расследование', 'ругать', 'популизм', 'сообщество', 'греф', 'нация', 'политический']",19,"Politics, Conspirology"
36,"['компания', 'рынок', 'год', 'кризис', 'млрд', 'экономика', 'бизнес', 'финансовый', 'доллар', 'крупный', 'предприятие', 'отрасль', 'доход', 'торговый', 'падение', 'банк', 'акция', 'бюджет', 'недвижимость', 'аренда', 'производство', 'евро', 'рубль', 'арендатор', 'расход', 'торговля', 'ставка', 'цирк', 'частный', 'миллиард', 'сектор', 'цена', 'государственный', 'деньги', 'потребление', 'запашный', 'forbes', 'фрс', 'инвестор', 'спортмастер', 'апрель', 'нефтяной', 'выручка', 'основатель', 'арендодатель', 'капитал', 'кредит', 'часть', 'арендный', 'мочь']","['финансовый', 'хаос', 'цена', 'безработица', 'доллар', 'сектор', 'рецессия', 'экспорт', 'капитал', 'государство', 'дефицит', 'акция', 'международный', 'катастрофа', 'рынок', 'недвижимость', 'газпром', 'богатый', 'фонд', 'дефолт', 'банкротство', 'глобализация', 'инвестор', 'отрасль', 'сфера', 'бедность', 'фон', 'финансирование', 'экономический', 'газ', 'компания', 'капитализм', 'аналитик', 'торговля', 'мировой', 'нефтяной', 'миллиард', 'золото', 'экономика', 'нефть', 'глобальный', 'резервный', 'крупный', 'фрс', 'потребление', 'вклад', 'производство', 'энергетический', 'торговый', 'государственный', 'потеря', 'крах', 'резерв', 'мвф', 'туризм', 'оптимизация', 'стабильность', 'отечественный', 'спрос', 'миллиардер', 'бизнес', 'падение', 'млрд', 'кризис']",11,Financial crisis
37,"['день', 'пляж', 'машина', 'кипр', 'парк', 'дом', 'город', 'июнь', 'фото', 'самоизоляция', 'открываться', 'погода', 'поехать', 'дистанция', 'ирина', 'улица', 'мост', 'градус', 'гулять', 'пропуск', 'май', 'час', 'слепой', 'зал', 'карантин', 'инвалид', 'сходить', 'утро', 'ресторан', 'комната', 'чай', 'ходить', 'вино', 'кот', 'дорога', 'двор', 'текст', 'друг', 'чат', 'библиотека', 'кофе', 'марина', 'вос', 'работа', 'неделя', 'река', 'полиция', 'вечер', 'латвия', 'отопление']","['завод', 'закрытый', 'дорога', 'борисполь', 'карета', 'переулок', 'двор', 'транспорт', 'парикмахерская', 'красный', 'пробка', 'река', 'улица', 'ворота', 'офис', 'закрывать', 'вход', 'куршевель', 'приезжий', 'красота', 'магазин', 'садовый', 'тц', 'отель', 'пруд', 'помещение', 'улочка', 'сад', 'морской', 'салон', 'аэропорт', 'оттуда', 'ферма', 'метрополитен', 'свободно', 'маршрут', 'лагерь', 'стройка', 'метро', 'прогулка', 'подъезд', 'автомобиль', 'закрываться', 'ресторан', 'метр', 'пустой', 'книжный', 'турин', 'санаторий', 'площадка', 'пляж', 'прадо', 'павильон', 'мост', 'толпа', 'зал', 'лес', 'набережная', 'турист', 'поезд', 'синдзюк', 'гостиница', 'располагаться', 'брайтон', 'кафе', 'дверь', 'троллейбус', 'машина', 'окно', 'железнодорожный', 'пустынный', 'трущоба', 'городок', 'парк', 'пикет', 'курорт', 'город', 'стадион', 'гроб', 'оранжевый', 'микрорайон', 'такси', 'площадь', 'кофейня', 'станция', 'замок', 'пассажир', 'здание', 'мимо']",6,Locations
38,"['маска', 'перчатка', 'костюм', 'магазин', 'защитный', 'надевать', 'рубль', 'носить', 'ношение', 'цена', 'одноразовый', 'девушка', 'транспорт', 'мэрия', 'метро', 'продажа', 'штука', 'фильтр', 'защита', 'купить', 'масочный', 'продавать', 'пассажир', 'медицинский', 'купальник', 'обсерватор', 'очки', 'прозрачный', 'медсестра', 'фото', 'салон', 'обрабатывать', 'товар', 'закупать', 'тульский', 'светлана', 'метрополитен', 'замечание', 'москва', 'китай', 'сертификация', 'комбинезон', 'перегородка', 'вид', 'средство', 'дезинфицировать', 'оптовик', 'трехслойный', 'многоразовый', 'взыскание']","['продавец', 'доставка', 'трехслойный', 'защитный', 'питание', 'многоразовый', 'продавать', 'спортмастер', 'оборудование', 'раствор', 'раздавать', 'респиратор', 'дезинфицировать', 'медоборудование', 'средство', 'продажа', 'сизый', 'мытье', 'бумага', 'закупка', 'комбинезон', 'операционный', 'обрабатывать', 'покупатель', 'костюм', 'раздача', 'производитель', 'груз', 'салфетка', 'покупать', 'санитайзер', 'аппарат', 'антисептик', 'закупать', 'еда', 'прозрачный', 'спирт', 'экспресс', 'товар', 'заказ', 'продуктовый', 'техника', 'продукт', 'маска', 'тонна', 'заказывать', 'марля', 'антисептика', 'одежда', 'шить', 'штука', 'перчатка', 'впаривать', 'одноразовый', 'персонал', 'купить', 'прибор', 'дезинфекция', 'предмет', 'туалетный', 'аптека', 'банкомат', 'фильтр', 'дезинфицирующий', 'сертификация', 'очки', 'обслуживать', 'бесплатно', 'набор', 'мыло', 'самолет', 'индивидуальный', 'мед']",17,Protective means
39,"['врач', 'больница', 'медик', 'скорый', 'выплата', 'больной', 'помощь', 'папа', 'сотрудник', 'пациент', 'мама', 'поликлиника', 'работать', 'ковид', 'температура', 'работник', 'доплата', 'работа', 'рубль', 'день', 'медработник', 'пневмония', 'получать', 'апрель', 'родственник', 'рассказывать', 'внебольничный', 'болеть', 'медсестра', 'госпиталь', 'медперсонал', 'сказать', 'час', 'медицинский', 'надбавка', 'звонить', 'помогать', 'реанимация', 'позвонить', 'лечиться', 'невыплата', 'главврач', 'водитель', 'село', 'умирать', 'морг', 'дочь', 'перепрофилировать', 'следователь', 'пациентка']","['легкое', 'инсульт', 'положительный', 'госпитализировать', 'пневмония', 'вскрытие', 'антикоагулянт', 'куршевелец', 'тяжесть', 'пожилой', 'кислород', 'скорый', 'прием', 'болеть', 'ивл', 'мужчина', 'лечить', 'новорожденный', 'сердце', 'болезнь', 'тестировать', 'заболевание', 'реанимационный', 'инфекционный', 'состояние', 'тесто', 'коммунарка', 'отрицательный', 'терапия', 'инфекция', 'перепрофилировать', 'морг', 'врач', 'лечиться', 'внебольничный', 'ковид', 'медсестра', 'протекать', 'стационар', 'джонсон', 'реанимация', 'пациент', 'клинический', 'медперсонал', 'диагноз', 'медик', 'отделение', 'койка', 'кашель', 'палата', 'лечение', 'рак', 'температура', 'выписывать', 'беременный', 'здоровый', 'анализ', 'больничный', 'больной', 'поликлиника', 'вылечивать', 'боль', 'короновирус', 'медработник', 'орит', 'острый', 'пациентка', 'помещать', 'больница', 'переболеть', 'легкий', 'госпиталь', 'симптом', 'признак', 'подозрение', 'тяжелый']",14,Disease Treatment
40,"['видео', 'гейтс', 'билл', 'михалков', 'заговор', 'ролик', 'комментарий', 'теория', 'греф', 'бесогон', 'вакцинация', 'технология', 'чип', 'конспирология', 'никита', 'вакцина', 'чипирование', 'павел', 'планета', 'спектакль', 'либерал', 'пропаганда', 'режиссер', 'либеральный', 'кадыров', 'скандал', 'песня', 'канал', 'поделиться', 'навальный', 'подчиняться', 'полицейский', 'тема', 'манифест', 'вышка', 'ссыль', 'афера', 'версия', 'степанов', 'заклад', 'правда', 'отвечать', 'конспиролог', 'пикет', 'чушь', 'михалкова', 'супрун', 'барин', 'ходос', 'познер']","['элита', 'илларионов', 'критика', 'преступный', 'михалков', 'партия', 'российский', 'скандал', 'конспирология', 'порошенко', 'кургинян', 'итальянский', 'бунт', 'теория', 'американский', 'путинский', 'либеральный', 'очередной', 'авторитарный', 'канцлер', 'идея', 'аваков', 'избранный', 'противостояние', 'шведский', 'кс', 'прорыв', 'недовольство', 'вашингтон', 'путин', 'критиковать', 'политик', 'причастный', 'народный', 'всемирный', 'мнение', 'бла', 'демократ', 'демократия', 'обвинять', 'чиновник', 'союзник', 'эрдоган', 'слово', 'билл', 'конспиролог', 'сорос', 'истерия', 'лукашенко', 'разоблачать', 'отставка', 'михалкова', 'меркель', 'кремль', 'бесогон', 'лидер', 'пекин', 'некомпетентный', 'американец', 'сми', 'олигарх', 'событие', 'кандидат', 'воз', 'выступление', 'чипирование', 'халатность', 'информационный', 'сенатор', 'заговор', 'разговор', 'гейтс', 'дезинформация', 'украинский', 'белорусский', 'политика', 'коррупция', 'белый', 'коломойский', 'кремлевский', 'кампания', 'выборы', 'влиятельный', 'либерал', 'батька', 'утверждение', 'трамп', 'заявление', 'дональд', 'повод', 'пропаганда', 'санкция', 'послание', 'слуга', 'афера', 'зеленский', 'президент', 'расследование', 'ругать', 'популизм', 'сообщество', 'греф', 'нация', 'политический']",19,"Politics, Conspirology"
41,"['мера', 'королевство', 'министерство', 'мечеть', 'предосторожность', 'саудовский', 'соблюдение', 'хиджра', 'шавваль', 'кса', 'вакцинация', 'аравия', 'гражданин', 'эр-рияд', 'прививка', 'административный', 'молитва', 'провинция', 'соответствие', 'сектор', 'эпидемиологический', 'отказ', 'распространение', 'превентивный', 'год', 'коап', 'проект', 'проведение', 'здравоохранение', 'санитарный', 'штраф', 'абдель', 'принц', 'кодекс', 'kahhar', 'комендантский', 'резидент', 'приостановка', 'мекка', 'ислам', 'шавааль', 'случай', 'май', 'правонарушение', 'королевский', 'здоровье', 'пятничный', 'высочество', 'новак', 'салман']","['перечень', 'карантин', 'поправка', 'гражданин', 'силовик', 'домашний', 'положение', 'житель', 'чп', 'распоряжение', 'общественный', 'фсин', 'комендантский', 'митинг', 'указ', 'вывоз', 'кабмин', 'полиция', 'ношение', 'запрет', 'контроль', 'карательный', 'закон', 'обязанность', 'карантинный', 'полицейский', 'информирование', 'скопление', 'конституционный', 'суд', 'свобода', 'лишение', 'требовать', 'пункт', 'добровольный', 'территория', 'москвич', 'штраф', 'дистанция', 'роспотребнадзор', 'соблюдение', 'обращение', 'правонарушение', 'протест', 'всеобщий', 'право', 'собянин', 'введение', 'выезд', 'ограничение', 'уголовный', 'мероприятие', 'передвижение', 'заключенный', 'лицо', 'инструкция', 'федерация', 'мэр', 'запрещать', 'рекомендация', 'въезд', 'соответствие', 'конституция', 'ограничительный', 'жесткий', 'предосторожность', 'штрафовать', 'ответственность', 'исполнение', 'призыв', 'подчиняться', 'требование', 'нарушение', 'отказ', 'нарушитель', 'эпидемиологический', 'постановление', 'правительство', 'блокировка', 'регион', 'правило', 'административный', 'самоизоляция', 'проверка', 'масочный', 'вводиться', 'резидент', 'безответственно', 'наказывать', 'пропускной', 'рф', 'потребовать', 'носить', 'горожанин', 'рекомендовать', 'ограничивать', 'вводить', 'санитарный', 'мера', 'разрешать', 'коап', 'подписывать', 'преступление', 'насилие', 'нарушать', 'изоляция', 'режим', 'дистанцирование', 'обязывать', 'норма', 'повышенный', 'власть', 'безопасность', 'обязательный', 'призывать', 'посещение', 'губернатор', 'чрезвычайный', 'соблюдать', 'кодекс', 'временный', 'порядок']",5,Measures & Law
